,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price
1318,"701 Hollis AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in20200.22AcresSingle Family",1926,0.22,4,3,0,203400
1319,"608 Gunnar DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in20200.25AcresSingle Family",1926,0.25,4,3,0,203500
1320,"711 Furlong DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,510SqftBuilt in1997Single Family",1510,0.25,3,2,1,203500
1321,"1403 Delaware StreetPleasant Hill, MO 64080","3Bedrms1Full Bath(s)1Half Bath(s)1,194SqftBuilt in19660.54AcresSingle Family",1194,0.54,3,1,1,203900
1322,"21321 Pin Oak LanePeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)2,224SqftBuilt in20000AcresSingle Family",2224,0.25,3,3,0,204000
1323,"16415 Harris AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,788SqftBuilt in1997Single Family",2788,0.35,3,2,1,204000
1324,"516 Chase LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in20200.23AcresSingle Family",1926,0.23,4,3,0,204400
1325,"513 Chase LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in2020Single Family",1926,0.25,4,3,0,204400
1326,"1709 Roberta DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,712SqftBuilt in1994Single Family",1712,0.25,3,2,1,204668
1327,"420 Sunflower DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in2019Single Family",1926,0.25,4,3,0,204800
1328,"515 Bud LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in2020Single Family",1926,0.25,4,3,0,204900
1329,"207 S 5th StreetCleveland, MO 64734","3Bedrms3Full Bath(s)0Half Bath(s)2,100SqftBuilt in20150.25AcresSingle Family",2100,0.25,3,3,0,204950
1330,"1102 Kent DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,826SqftBuilt in2004Single Family",1826,0.25,3,2,1,205000
1331,"710 Fall Creek CircleBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,213SqftBuilt in2007Single Family",1213,0.2,3,2,0,205000
1332,"104 W Sierra DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,058SqftBuilt in1996Single Family",2058,0.35,3,2,1,205000
1333,"611 Loran LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,680SqftBuilt in1986Single Family",1680,0.25,3,3,0,205000
1334,"1610 Tyler DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,591SqftBuilt in1999Single Family",1591,0.25,3,2,1,205000
1335,"21800 Massa CirclePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,618SqftBuilt in2006Single Family",1618,0.25,3,2,0,205000
1336,"701 Sivley StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,290SqftBuilt in19900.58AcresSingle Family",1290,0.58,3,2,0,205000
1337,"19609 S Pickering RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,450SqftBuilt in19762.45AcresSingle Family",1450,2.45,3,2,0,205000
1338,"716 Coventry LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,390SqftBuilt in2002Single Family",1390,0.2,3,2,0,205000
1339,"16309 Speaker AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,511SqftBuilt in1999Single Family",1511,0.25,3,2,0,205000
1340,"1210 Ashford DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,316SqftBuilt in2004Single Family",1316,0.2,3,2,0,205000
1341,"16306 Harris AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,641SqftBuilt in1998Single Family",1641,0.25,3,2,1,205000
1342,"1301 E Walnut StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,766SqftBuilt in1918Single Family",1766,0.25,3,2,0,205000
1343,"512 Chase LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in2020Single Family",1926,0.25,4,3,0,205000
1344,"413 Westover CourtBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,700SqftBuilt in1970Single Family",2700,0.35,3,2,1,205000
1345,"16402 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in2000Single Family",1700,0.25,3,2,1,205000
1346,"16310 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,456SqftBuilt in2000Single Family",1456,0.2,3,2,1,205000
1347,"301 Amy StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,870SqftBuilt in1998Single Family",1870,0.25,3,2,1,205000
1348,"16300 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,856SqftBuilt in20000.21AcresSingle Family",1856,0.21,3,2,1,205000
1349,"301 N High DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,471SqftBuilt in19740.34AcresSingle Family",1471,0.34,3,2,0,205000
1350,"1501 Maple LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,928SqftBuilt in1995Single Family",2928,0.35,4,3,0,205000
1351,"402 Belmont DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,685SqftBuilt in2002Single Family",1685,0.25,3,2,1,205000
1352,"16401 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,710SqftBuilt in2000Single Family",1710,0.25,3,2,1,205000
1353,"1001 E Mechanic StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,286SqftBuilt in1949Single Family",2286,0.35,3,2,0,205000
1354,"1915 Fairground DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,779SqftBuilt in1989Single Family",1779,0.25,3,2,1,205000
1355,"1600 Tyler DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,531SqftBuilt in1997Single Family",1531,0.25,3,2,1,205100
1356,"13201 E Meadow DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,720SqftBuilt in19733.7AcresSingle Family",1720,3.7,3,2,0,205585
1357,"19910 S Pickering RoadBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)2,808SqftBuilt in19763.25AcresSingle Family",2808,3.25,3,3,0,205813
1358,"700 Canter StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,955SqftBuilt in1994Single Family",1955,0.25,3,2,1,205900
1359,"720 Shiloh DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftSingle Family",1800,0.25,3,2,1,206000
1360,"16912 Summit DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,934SqftBuilt in2009Single Family",1934,0.25,3,2,1,207000
1361,"214 N Murphy DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,396SqftBuilt in19730.42AcresSingle Family",1396,0.42,3,2,0,207000
1362,"18904 S Ash AvenueBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,580SqftSingle Family",2580,0.35,4,2,1,207050
1363,"16415 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,600SqftBuilt in2000Single Family",1600,0.25,3,2,1,207400
1364,"304 Kimberly DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,531SqftBuilt in19910.18AcresSingle Family",2531,0.18,3,2,1,207500
1365,"16113 Spring Valley RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,958SqftBuilt in1993Single Family",1958,0.25,3,2,1,207500
1366,"905 Ingleside DrivePleasant Hill, MO 64080","2Bedrms2Full Bath(s)0Half Bath(s)1,209SqftBuilt in2018Single Family",1209,0.2,2,2,0,207500
1367,"902 Coachman DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,668SqftBuilt in2002Single Family",1668,0.25,3,2,0,207500
1368,"27615 S State Route D HighwayCleveland, MO 64734","3Bedrms2Full Bath(s)0Half Bath(s)2,590SqftBuilt in19601.38AcresSingle Family",2590,1.38,3,2,0,207500
1369,"605 Valley ViewRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,465SqftBuilt in1991Single Family",1465,0.2,3,2,1,208000
1370,"10004 Kelly DrivePeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,728SqftBuilt in2015Single Family",1728,0.25,3,3,0,208000
1371,"419 Spring Branch DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,812SqftBuilt in2003Single Family",1812,0.25,3,2,1,208000
1372,"220 Manor DriveBelton, MO 64012","5Bedrms3Full Bath(s)1Half Bath(s)1,737SqftBuilt in1964Single Family",1737,0.25,5,3,1,208500
1373,"402 N Jefferson StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,908SqftBuilt in1974Single Family",1908,0.25,4,2,1,208900
1374,"22005 Gracie DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,300SqftBuilt in2004Single Family",1300,0.2,3,2,1,209000
1375,"16015 Eastern AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,682SqftBuilt in19910.47AcresSingle Family",1682,0.47,3,2,1,209000
1376,"902 Highland StreetPleasant Hill, MO 64080","2Bedrms2Full Bath(s)0Half Bath(s)1,209SqftBuilt in2019Single Family",1209,0.2,2,2,0,209000
1377,"719 Furlong DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,895SqftBuilt in2000Single Family",1895,0.25,4,3,0,209500
1378,"15803 Hight AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2004Single Family",1800,0.25,3,2,1,209500
1379,"803 S Park DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,246SqftBuilt in1992Single Family",2246,0.35,3,2,1,209900
1380,"707 Corrington DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,898SqftBuilt in2004Single Family",1898,0.25,3,2,1,209950
1381,"1905 Woodlawn StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,482SqftBuilt in19651.38AcresSingle Family",1482,1.38,3,2,0,210000
1382,"607 Tall Grass DrivePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,092SqftBuilt in2006Single Family",2092,0.35,3,3,0,210000
1383,"203 Toucan StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,560SqftBuilt in1986Single Family",2560,0.35,3,3,0,210000
1384,"801 Shiloh DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,638SqftBuilt in2001Single Family",2638,0.35,3,3,0,210000
1385,"1905 Chestnut DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,782SqftBuilt in20010.2AcresSingle Family",1782,0.2,3,2,0,210000
1386,"704 Hibiscus CircleBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,827SqftBuilt in2008Single Family",1827,0.25,4,3,0,210000
1387,"7205 Rymeg StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,764SqftBuilt in2007Single Family",1764,0.25,3,2,1,210000
1388,"26519 S Blinker Light RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,464SqftBuilt in19787AcresSingle Family",1464,7,3,2,0,210000
1389,"611 Derby StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,175SqftBuilt in2001Single Family",2175,0.35,4,2,1,210000
1390,"12006 213th TerracePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,354SqftBuilt in2005Single Family",1354,0.2,3,2,0,210000
1391,"1006 Silver Lake DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,225SqftBuilt in1975Single Family",2225,0.35,4,2,1,210000
1392,"121 N Randolph StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,303SqftBuilt in2020Single Family",1303,0.2,3,2,0,210000
1393,"1205 Lee LaneRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,513SqftBuilt in19870AcresSingle Family",1513,0.3,3,2,1,210000
1394,"21809 Lombardo LanePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,778SqftBuilt in2007Single Family",1778,0.25,3,2,0,210000
1395,"16308 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in1999Single Family",1700,0.25,3,2,1,210000
1396,"305 Leah LaneHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,490SqftBuilt in2004Single Family",1490,0.2,3,2,0,210000
1397,"26100 S Blueberry RoadFreeman, MO 64746","3Bedrms2Full Bath(s)0Half Bath(s)1,968SqftBuilt in18809.71AcresSingle Family",1968,9.71,3,2,0,210000
1398,"30300 S Hess RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,752SqftBuilt in19893.6AcresSingle Family",2752,3.6,3,2,1,210000
1399,"11910 E 214th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,710SqftBuilt in2003Single Family",1710,0.25,4,3,0,210500
1400,"404 Hillcrest CircleBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,920SqftBuilt in19670.66AcresSingle Family",1920,0.66,4,2,1,211000
1401,"701 Corrington DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,674SqftBuilt in20010.2AcresSingle Family",1674,0.2,3,3,0,211786
1402,"807 E Pearl StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,098SqftBuilt in1900Single Family",2098,0.35,3,2,1,211900
1403,"1019 Silver Lake DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,134SqftBuilt in19770.4AcresSingle Family",2134,0.4,4,2,1,212000
1404,"907 Horseshoe DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,830SqftBuilt in19970.34AcresSingle Family",1830,0.34,3,2,1,212000
1405,"408 Belmont DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,540SqftBuilt in1996Single Family",1540,0.25,3,2,0,212000
1406,"704 E Pearl StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,571SqftBuilt in1940Single Family",1571,0.25,3,2,1,212500
1407,"306 Shenandoah DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,470SqftBuilt in2000Single Family",1470,0.2,3,2,0,212500
1408,"317 N Park DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)4,314SqftBuilt in1987Single Family",4314,0.5,3,2,1,212500
1409,"1302 Ridge Tree LanePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,168SqftBuilt in2006Single Family",2168,0.35,3,3,0,212500
1410,"706 Horseshoe DrivePleasant Hill, MO 64080","4Bedrms2Full Bath(s)1Half Bath(s)1,830SqftBuilt in19970.34AcresSingle Family",1830,0.34,4,2,1,213000
1411,"1921 Parkview DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,625SqftBuilt in2006Single Family",1625,0.25,3,2,0,213000
1412,"1404 E South StreetHarrisonville, MO 64701","4Bedrms3Full Bath(s)1Half Bath(s)3,616SqftBuilt in1973Single Family",3616,0.5,4,3,1,213000
1413,"700 Berkshire DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,650SqftBuilt in2018Single Family",1650,0.25,3,2,1,213900
1414,"9712 E 222 StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,880SqftSingle Family",1880,0.25,3,2,1,214000
1415,"111 E Laredo TrailRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in1995Single Family",1926,0.25,4,3,0,214000
1416,"28607 S Bennett RoadFreeman, MO 64746","3Bedrms3Full Bath(s)0Half Bath(s)3,402SqftBuilt in198417.1AcresSingle Family",3402,17.1,3,3,0,214000
1417,"593 Kreisel DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,642SqftBuilt in2015Single Family",1642,0.25,4,3,0,214500
1418,"205 N Sivley StreetPeculiar, MO 64078","2Bedrms2Full Bath(s)0Half Bath(s)1,269SqftBuilt in2018Single Family",1269,0.2,2,2,0,214900
1419,"407 Hargis LaneBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,332SqftBuilt in1975Single Family",2332,0.35,4,2,1,215000
1420,"7109 E 163rd TerraceBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,788SqftBuilt in2007Single Family",1788,0.25,3,2,1,215000
1421,"405 Belmont DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,239SqftBuilt in2001Single Family",2239,0.35,3,2,1,215000
1422,"401 Meadow LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)3,120SqftSingle Family",3120,0.5,3,2,0,215000
1423,"2100 Thunderbird DriveHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,278SqftBuilt in1976Single Family",2278,0.35,3,3,0,215000
1424,"1113 Elm CirclePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)1,389SqftBuilt in20050.31AcresSingle Family",1389,0.31,3,3,0,215000
1425,"418 Timbercreek DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,700SqftBuilt in2019Single Family",1700,0.25,4,3,0,215000
1426,"2200 Meadowlark DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,627SqftBuilt in1972Single Family",1627,0.25,3,2,0,215000
1427,"1305 College Hill StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,975SqftBuilt in19791AcresSingle Family",1975,1,3,2,0,215000
1428,"501 Bayview DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,248SqftBuilt in20050.25AcresSingle Family",2248,0.25,4,3,0,215000
1429,"13507 E Meadow DrivePeculiar, MO 64078","4Bedrms2Full Bath(s)0Half Bath(s)2,275SqftBuilt in19732.4AcresSingle Family",2275,2.4,4,2,0,215000
1430,"18019 S Wilmoth RoadPleasant Hill, MO 64080","4Bedrms2Full Bath(s)0Half Bath(s)2,200SqftBuilt in19845AcresSingle Family",2200,0.27,4,2,0,215000
1431,"104 Horizon AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,884SqftBuilt in19950.27AcresSingle Family",1884,0.25,3,2,1,216000
1432,"713 Taylor CourtBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,973SqftBuilt in20010.25AcresSingle Family",1973,0.25,3,2,0,216000
1433,"16306 Hight AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,684SqftBuilt in2001Single Family",1684,0.25,3,2,1,216500
1434,"10901 E 234th TerracePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,954SqftBuilt in19864.96AcresSingle Family",1954,4.96,3,2,1,217000
1435,"7217 163rd TerraceBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,531SqftBuilt in2004Single Family",1531,0.25,3,2,0,217000
1436,"11410 E 207th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,823SqftBuilt in2017Single Family",1823,0.25,4,3,0,217000
1437,"11804 E 213th CourtPeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,917SqftBuilt in2004Single Family",1917,0.25,3,3,0,217000
1438,"1019 Oak DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,149SqftBuilt in1999Single Family",2149,0.35,3,2,1,217000
1439,"105 N Park DriveBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)1,884SqftBuilt in1957Single Family",1884,0.25,4,2,0,217000
1440,"706 S Sunset LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,304SqftBuilt in2004Single Family",2304,0.35,3,3,0,217500
1441,"21723 Massa CirclePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,546SqftBuilt in2006Single Family",1546,0.25,3,2,0,218000
1442,"9803 E 220th StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,739SqftBuilt in20070.23AcresSingle Family",1739,0.23,3,2,1,218000
1443,"214 Breezeway LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)1,969SqftBuilt in1997Single Family",1969,0.25,4,3,0,218000
1444,"505 W Maple StreetRaymore, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,753SqftBuilt in1983Single Family",1753,0.25,4,2,0,219000
1445,"811 Givan CourtBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,214SqftBuilt in2000Single Family",2214,0.35,4,2,1,219500
1446,"16314 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in1999Single Family",1700,0.25,3,2,1,219900
1447,"15910 Ryan DriveBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,929SqftBuilt in1998Single Family",2929,0.35,4,2,1,219900
1448,"114 N Sivley StreetPeculiar, MO 64078","2Bedrms2Full Bath(s)0Half Bath(s)1,269SqftBuilt in2020Single Family",1269,0.2,2,2,0,219900
1449,"414 Spring Branch DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,746Sqft0.3AcresSingle Family",1746,0.3,3,2,1,219900
1450,"800 Canter StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,272SqftBuilt in2000Single Family",2272,0.35,4,2,1,220000
1451,"109 E Heritage DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,837SqftBuilt in1996Single Family",1837,0.25,3,2,1,220000
1452,"29807 S Zellmer RoadArchie, MO 64725","3Bedrms2Full Bath(s)0Half Bath(s)1,240SqftBuilt in194012AcresSingle Family",1240,12,3,2,0,220000
1453,"815 S Park DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,696SqftBuilt in1993Single Family",1696,0.25,3,3,0,220000
1454,"706 Charles CircleBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,659SqftBuilt in2018Single Family",1659,0.25,3,2,0,220000
1455,"18822 S School RoadOther, MO 64083",2Bedrms1Full Bath(s)0Half Bath(s)924SqftBuilt in19613AcresSingle Family,924,3,2,1,0,220000
1456,"400 James StreetHarrisonville, MO 64701","2Bedrms3Full Bath(s)0Half Bath(s)3,624SqftBuilt in1968Single Family",3624,0.5,2,3,0,220000
1457,"11810 E 213th CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,256SqftBuilt in2002Single Family",1256,0.2,4,3,0,220000
1458,"2012 Cypress WayPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)1,928SqftBuilt in1997Single Family",1928,0.25,3,3,0,220000
1459,"1900 Continental AvenueHarrisonville, MO 64701","4Bedrms2Full Bath(s)1Half Bath(s)1,904SqftBuilt in1966Single Family",1904,0.25,4,2,1,220000
1460,"12203 E 214th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,988SqftBuilt in2015Single Family",1988,0.25,4,3,0,220000
1461,"9800 E 220 StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,877SqftBuilt in2007Single Family",1877,0.25,3,2,1,220000
1462,"1006 Timber StreetPleasant Hill, MO 64080","4Bedrms2Full Bath(s)1Half Bath(s)2,527SqftBuilt in2004Single Family",2527,0.35,4,2,1,220000
1463,"28111 S Walker RoadHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,128SqftBuilt in19975.9AcresSingle Family",2128,5.9,4,3,0,220000
1464,"25219 Lone Pine DriveCleveland, MO 64734","4Bedrms2Full Bath(s)1Half Bath(s)2,291SqftBuilt in19733.4AcresSingle Family",2291,3.4,4,2,1,220500
1465,"608 Hurley StreetPeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)2,189SqftBuilt in19790.73AcresSingle Family",2189,0.79,3,3,0,222000
1466,"708 Samantha LaneBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,580SqftBuilt in2018Single Family",1580,0.25,3,2,1,222000
1467,"901 Ash StreetHarrisonville, MO 64701","4Bedrms2Full Bath(s)1Half Bath(s)2,127SqftBuilt in20000.61AcresSingle Family",2127,0.61,4,2,1,223000
1468,"803 S Sunset LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,121SqftBuilt in2003Single Family",2121,0.35,4,3,0,224500
1469,"2406 Douglas CircleHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,564SqftBuilt in1986Single Family",2564,0.35,3,3,0,225000
1470,"16305 Harris AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,758SqftBuilt in1998Single Family",1758,0.25,3,2,1,225000
1471,"601 Mallory DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,964SqftBuilt in2000Single Family",1964,0.25,3,2,1,225000
1472,"432 Granite DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,276SqftBuilt in20040.21AcresSingle Family",3276,0.21,4,3,1,225000
1473,"12200 E 214th StreetPeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,600SqftBuilt in2006Single Family",1600,0.25,3,3,0,225000
1474,"212 N Walker DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,780SqftBuilt in1993Single Family",3780,0.5,4,3,1,225000
1475,"607 S Sunset LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,905SqftBuilt in1998Single Family",1905,0.25,3,3,0,225000
1476,"15706 Hight AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,735SqftBuilt in20060.19AcresSingle Family",1735,0.19,3,2,1,225000
1477,"16006 Harold DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,999SqftBuilt in1994Single Family",1999,0.25,4,3,0,225000
1478,"1305 Hamilton StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,932SqftBuilt in2005Single Family",1932,0.25,3,2,1,225000
1479,"313 N Park DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,818SqftBuilt in19890.28AcresSingle Family",2818,0.28,3,2,1,225000
1480,"3111 Steel Wheel DriveHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,206SqftBuilt in2004Single Family",2206,0.35,4,3,0,225000
1481,"22507 S South Hedgewood Hill RoadPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,160SqftBuilt in19732.1AcresSingle Family",2160,2.1,3,2,1,225000
