,Unnamed: 0,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price,yr_built,town_Archie,town_Belton,town_Cleveland,town_Creighton,town_Drexel,town_East Lynne,town_Freeman,town_Garden City,town_Greenwood,town_Harrisonville,town_Kingsville,town_Lake Winnebago,town_Lees Summit,town_Loch Lloyd,town_Peculiar,town_Pleasant Hill,town_Raymore,town_Strasburg
584,584,"1303 Buckeye LanePleasant Hill, MO 64080","4Bedrms2Full Bath(s)2Half Bath(s)2,891SqftBuilt in2005Single Family",2891,0.35,4,2,2,303000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
585,585,"1408 SW Fairfax RoadLee's Summit, MO 64083","5Bedrms2Full Bath(s)1Half Bath(s)2,578SqftBuilt in2013Single Family",2578,0.35,5,2,1,303000,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,586,"1219 Wiltshire BoulevardRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,696SqftBuilt in20050.19AcresSingle Family",2696,0.19,3,2,1,303000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,587,"1118 SW Cheshire DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,615SqftBuilt in2019Single Family",1615,0.25,3,2,0,303155,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
588,588,"1801 Winchester DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,486SqftBuilt in2006Single Family",1486,0.2,3,2,0,304000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
589,589,"808 S Franklin StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,218SqftBuilt in2018Single Family",2218,0.35,4,2,1,304900,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,590,"2016 Creek View LaneRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,652SqftBuilt in2020Single Family",1652,0.25,2,2,0,305000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
591,591,"616 Avondale LaneRaymore, MO 64083","5Bedrms3Full Bath(s)1Half Bath(s)3,045SqftBuilt in2008Single Family",3045,0.5,5,3,1,305000,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
592,592,"315 Alder DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,195SqftBuilt in2008Single Family",3195,0.5,4,3,1,305000,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,593,"27809 State Rt. T HighwayArchie, MO 64725","3Bedrms3Full Bath(s)0Half Bath(s)1,851SqftBuilt in199410AcresSingle Family",1851,10.0,3,3,0,305000,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,594,"25205 E 259 TerraceHarrisonville, MO 64701","4Bedrms3Full Bath(s)1Half Bath(s)2,478SqftBuilt in20002.3AcresSingle Family",2478,2.3,4,3,1,305000,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
595,595,"913 SW Soldier CourtLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)3,266SqftBuilt in2006Single Family",3266,0.5,3,3,0,305000,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596,596,"19006 S Cleveland AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)3,073SqftBuilt in19855AcresSingle Family",3073,5.0,3,2,1,305000,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,597,"11804 Centennial StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,370SqftBuilt in2018Single Family",2370,0.35,4,3,0,305500,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
598,598,"201 N Eastglen DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,183SqftBuilt in2018Single Family",2183,0.35,4,3,0,305950,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
599,599,"6313 E Trott RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)3,084SqftBuilt in19701.9AcresSingle Family",3084,1.9,3,2,1,306000,1970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,600,"504 Deer LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,616SqftBuilt in2001Single Family",2616,0.35,4,3,1,306000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
601,601,"523 Chardonnay AvenueRaymore, MO 64083","4Bedrms2Full Bath(s)2Half Bath(s)2,368SqftBuilt in2017Single Family",2368,0.35,4,2,2,306500,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,602,"1102 SW Cheshire DriveLee's Summit, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,649SqftBuilt in2017Single Family",1649,0.25,4,2,0,306600,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603,603,"12016 Astor CourtPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,947SqftBuilt in2019Single Family",1947,0.25,4,2,1,306750,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
604,604,"22902 S Creekview DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,430SqftBuilt in2020Single Family",2430,0.35,4,3,0,307000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
605,605,"12203 Astor CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)2,361SqftBuilt in2016Single Family",2361,0.35,4,3,1,307500,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
606,606,"1301 Ridge Tree LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,710SqftBuilt in2019Single Family",2710,0.35,4,3,0,307500,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
607,607,"12018 Astor CourtPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,947SqftBuilt in2019Single Family",1947,0.25,4,2,1,308000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,608,"1007 Johnston DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,863SqftBuilt in1973Single Family",2863,0.35,4,2,1,308000,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
609,609,"20718 S Dean RoadBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)3,216SqftBuilt in19802.93AcresSingle Family",3216,2.93,4,3,1,308500,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,610,"11708 Heritage DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,370SqftBuilt in2019Single Family",2370,0.35,4,3,0,309000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
611,611,"1540 SW Cornwall RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,615SqftBuilt in2019Single Family",1615,0.25,3,2,0,309000,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
612,612,"26606 E 203rd StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)2,664SqftBuilt in19765AcresSingle Family",2664,5.0,3,2,0,309000,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
613,613,"736 SW 163rd StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)0Half Bath(s)3,290SqftBuilt in19911.05AcresSingle Family",3290,1.05,4,3,0,309000,1991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
614,614,"1305 Belinder DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,733SqftBuilt in2019Single Family",1733,0.25,3,2,0,309450,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,615,"1502 Whispering RidgePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,917SqftBuilt in20130.75AcresSingle Family",1917,0.75,3,2,1,309500,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
616,616,"22511 Legacy DrivePeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)2,208SqftBuilt in2016Single Family",2208,0.35,4,2,1,309900,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
617,617,"1520 SW Fairfax DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,802SqftBuilt in2019Single Family",1802,0.25,3,2,0,309985,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
618,618,"1412 SW Fairfax RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,466SqftBuilt in2018Single Family",2466,0.35,4,2,1,309990,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,619,"1421 SW Sapperton RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,062SqftBuilt in2017Single Family",2062,0.35,4,2,1,310000,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
620,620,"729 S Washington StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,069SqftBuilt in2012Single Family",2069,0.35,4,2,1,310000,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
622,622,"1518 Saddlebrook RoadRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,453SqftBuilt in2002Single Family",3453,0.5,4,3,0,310000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623,623,"1310 Mission DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,268SqftBuilt in2018Single Family",2268,0.35,4,3,0,310000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
624,624,"1606 March LaneRaymore, MO 64083",2Bedrms2Full Bath(s)0Half Bath(s)Built in2018.26AcresSingle Family,1524,0.26,2,2,0,310000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625,625,"912 Doe DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,284SqftBuilt in2016Single Family",2284,0.35,4,3,0,310000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
626,626,"26412 S Hickory Hills DriveHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,963SqftBuilt in19842.05AcresSingle Family",2963,2.05,4,3,0,310000,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
627,627,"1203 Logan DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)2,391SqftBuilt in2016Single Family",2391,0.35,3,2,1,310000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
628,628,"28506 E 239th StreetHarrisonville, MO 64701","5Bedrms3Full Bath(s)0Half Bath(s)2,528SqftBuilt in1920Single Family",2528,0.35,5,3,0,310000,1920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
629,629,"907 Kodiak StreetRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,809SqftBuilt in2008Single Family",2809,0.35,4,3,1,310000,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,630,"407 E 220th StreetBelton, MO 64012",4Bedrms3Full Bath(s)0Half Bath(s)1SqftBuilt in19865.9AcresSingle Family,2032,5.9,4,3,0,310000,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,631,"12003 Astor CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)2,400SqftBuilt in2020Single Family",2400,0.35,4,3,1,312000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
632,632,"18601 E 253rd StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)3,136SqftBuilt in197819.34AcresSingle Family",3136,19.34,3,2,1,312000,1978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
633,633,"1803 Gore RoadRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,496SqftBuilt in19752.27AcresSingle Family",2496,2.27,3,3,0,312500,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
634,634,"506 Wright StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,147SqftBuilt in2018Single Family",2147,0.35,4,3,1,312500,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
635,635,"21905 S Hedge Hill DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,600SqftBuilt in19965.9AcresSingle Family",2600,5.9,4,3,0,313000,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
636,636,"33905 E 315 StreetGarden City, MO 64747","3Bedrms2Full Bath(s)1Half Bath(s)3,316SqftBuilt in20043AcresSingle Family",3316,3.0,3,2,1,313470,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
638,638,"309 Cherry Hill DriveBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)2,457SqftBuilt in2017Single Family",2457,0.35,4,3,1,314500,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,639,"1411 SW Fairfax RoadLee's Summit, MO 64083","5Bedrms3Full Bath(s)1Half Bath(s)2,995SqftBuilt in2013Single Family",2995,0.35,5,3,1,314900,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
640,640,"12501 White Oak StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,600SqftBuilt in2019Single Family",2600,0.35,4,3,0,314900,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
641,641,"11702 E 246th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)2,596SqftBuilt in19963AcresSingle Family",2596,3.0,4,3,1,315000,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
642,642,"101 S Eastglen DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,776SqftBuilt in2006Single Family",3776,0.5,4,3,1,315000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
643,643,"20910 Larkspur DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,750SqftBuilt in2019Single Family",1750,0.25,3,2,0,315000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
644,644,"2617 Quail StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)1Half Bath(s)3,093SqftBuilt in2000Single Family",3093,0.5,3,3,1,315000,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
645,645,"1012 Cherry Hill CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)3,944SqftBuilt in2003Single Family",3944,0.5,4,3,0,315000,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,646,"1814 Archer DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,422SqftBuilt in2016Single Family",2422,0.35,4,3,1,315000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
647,647,"26320 S Hickory Hills DriveHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,582SqftBuilt in19882.35AcresSingle Family",2582,2.35,4,3,0,315000,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
648,648,"4795 SW Leafwing DriveLee's Summit, MO 64082","2Bedrms3Full Bath(s)0Half Bath(s)3,076SqftBuilt in2005Single Family",3076,0.5,2,3,0,315000,2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
649,649,"35123 S Austin RoadArchie, MO 64725","5Bedrms3Full Bath(s)0Half Bath(s)2,600SqftBuilt in192080AcresSingle Family",2600,80.0,5,3,0,315000,1920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,650,"1205 SW Waterloo DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,802SqftBuilt in2019Single Family",1802,0.25,3,2,0,315050,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651,651,"916 Doe DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,288SqftBuilt in2019Single Family",2288,0.35,4,3,1,315950,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
652,652,"12105 E 203rd StreetRaymore, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,937SqftBuilt in19983AcresSingle Family",1937,3.0,4,2,0,316000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
653,653,"204 S Lakeshore DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,426SqftBuilt in1995Single Family",2426,0.35,4,2,1,317000,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
654,654,"1400 Rylee CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,065SqftBuilt in2019Single Family",2065,0.35,4,3,0,317500,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,655,"1305 Mission DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,121SqftBuilt in2019Single Family",2121,0.35,4,2,1,317515,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
656,656,"728 S Franklin StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,400SqftBuilt in2018Single Family",2400,0.35,4,3,0,318000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
657,657,"934 Hedge Apple PlaceRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,403SqftBuilt in2003Single Family",3403,0.5,4,3,1,318000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
658,658,"823 Cedar Ridge DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,310SqftBuilt in2019Single Family",2310,0.35,3,3,0,318750,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,659,"312 Crestview CourtRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,652SqftBuilt in2019Single Family",1652,0.25,3,2,0,319000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,661,"1530 Wildwood CircleRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)3,880SqftBuilt in2004Single Family",3880,0.5,3,3,1,319900,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,663,"817 Blue Grama CourtRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,564SqftBuilt in2019Single Family",2564,0.35,3,3,0,319900,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,664,"19305 S School RoadRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,684SqftBuilt in19813AcresSingle Family",1684,3.0,3,2,0,320000,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
665,665,"12400 Live Oak CirclePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,431SqftBuilt in2020Single Family",2431,0.35,4,3,0,320000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
666,666,"19025 S Purvis RoadPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)2,580SqftBuilt in19837.51AcresSingle Family",2580,7.51,3,2,0,320000,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
667,667,"814 Blue Grama CourtRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,564SqftBuilt in2019Single Family",2564,0.35,3,3,0,320000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,668,"327 SW Albatross CourtLee's Summit, MO 64082","4Bedrms2Full Bath(s)1Half Bath(s)3,482SqftBuilt in2003Single Family",3482,0.5,4,2,1,320500,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,669,"502 Tanner DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)3,015SqftBuilt in2007Single Family",3015,0.5,4,3,0,321000,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,670,"1409 Brompton LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,438SqftBuilt in20050AcresSingle Family",2438,1.9,3,3,0,321925,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
671,671,"7703 E 201st TerraceBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,193SqftBuilt in20041.9AcresSingle Family",2193,1.9,4,2,1,322000,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,672,"4400 E 211th StreetBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)3,060SqftBuilt in19773.34AcresSingle Family",3060,3.34,4,3,0,322000,1977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,673,"220 SW Seagull StreetLee's Summit, MO 64082","3Bedrms3Full Bath(s)1Half Bath(s)3,100SqftBuilt in19880.32AcresSingle Family",3100,0.32,3,3,1,322000,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,674,"5130 SW Sandpiper DriveLee's Summit, MO 64082","4Bedrms4Full Bath(s)1Half Bath(s)3,924SqftBuilt in1990Single Family",3924,0.5,4,4,1,323000,1990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
675,675,"1302 Ashbury LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,207SqftBuilt in2009Single Family",2207,0.35,3,3,0,323000,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
676,676,"1211 Cooper DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,431SqftBuilt in2018Single Family",2431,0.35,3,3,0,323350,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677,677,"1310 Mission DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,366SqftBuilt in20180.24AcresSingle Family",2366,0.24,4,3,0,324000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
678,678,"1012 Clayton DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,016SqftBuilt in2019Single Family",2016,0.35,4,3,0,324500,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
679,679,"811 S Washington StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,400SqftBuilt in2018Single Family",2400,0.35,4,3,0,324650,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
680,680,"905 Terrace DriveRaymore, MO 64083","4Bedrms4Full Bath(s)1Half Bath(s)3,693SqftBuilt in20050.3AcresSingle Family",3693,0.3,4,4,1,324900,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,681,"1403 Rylee CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,310SqftBuilt in2019Single Family",2310,0.35,4,3,0,324900,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,682,"23700 S Tanaine LanePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,354SqftBuilt in19915AcresSingle Family",2354,5.0,4,3,0,325000,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
683,683,"708 Shoreview DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,754SqftBuilt in1999Single Family",2754,0.35,4,3,1,325000,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
684,684,"22901 S Creekview DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,165SqftBuilt in2018Single Family",2165,0.35,4,3,0,325000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
685,685,"305 Tanner DriveBelton, MO 64012","5Bedrms3Full Bath(s)1Half Bath(s)3,402SqftBuilt in1997Single Family",3402,0.5,5,3,1,325000,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,686,"25308 E 235th StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,404SqftBuilt in197240AcresSingle Family",1404,40.0,3,2,0,325000,1972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
687,687,"1134 SW Cheshire DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,802SqftBuilt in2019Single Family",1802,0.25,3,2,0,325025,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
688,688,"24409 Trail Ridge PassCleveland, MO 64734","5Bedrms4Full Bath(s)0Half Bath(s)3,182SqftBuilt in19768AcresSingle Family",3182,8.0,5,4,0,325500,1976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,689,"1308 Belinder DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,112SqftBuilt in2016Single Family",2112,0.35,4,2,1,325900,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690,690,"1400 SW Fairfax RoadLee's Summit, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,201SqftBuilt in2018Single Family",2201,0.35,3,3,0,326700,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
691,691,"1556 SW Cornwall RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,325SqftBuilt in2016Single Family",3325,0.5,4,2,1,327000,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
692,692,"845 Creekmoor Pond LaneRaymore, MO 64083",4Bedrms2Full Bath(s)1Half Bath(s)Built in2018Single Family,2256,0.35,4,2,1,327000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
693,693,"11900 Centennial StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,200SqftBuilt in2019Single Family",2200,0.35,4,3,0,327000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
694,694,"1708 Foxtail DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)3,390SqftBuilt in20050.41AcresSingle Family",3390,0.41,4,3,0,328000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
695,695,"4702 E 215th StreetBelton, MO 64012","3Bedrms3Full Bath(s)1Half Bath(s)2,228SqftBuilt in197010AcresSingle Family",2228,10.0,3,3,1,328000,1970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,696,"1206 Ragan DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,550SqftBuilt in2019Single Family",2550,0.35,4,3,0,328200,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
